128,128,127
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
129,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
129,128,128
128,127,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,127,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
128,128,128
129,128,128
129,128,128
127,127,126
130,124,125
